,CID,Name,Party,last_name,first_name,crp_web_format,2016_assets_link,2016_liabilities_link,2015_assets_link,2015_liabilities_link,2014_assets_link,2014_liabilities_link,2013_assets_link,2013_liabilities_link,2012_assets_link,2012_liabilities_link,2011_assets_link,2011_liabilities_link,2010_assets_link,2010_liabilities_link
10,N00004367,"Baldwin, Tammy",D,Baldwin,Tammy,Tammy-Baldwin,https://www.opensecrets.org/personal-finances/assets/Tammy-Baldwin.csv?cid=N00004367&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Tammy-Baldwin.csv?cid=N00004367&year=2016,https://www.opensecrets.org/personal-finances/assets/Tammy-Baldwin.csv?cid=N00004367&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Tammy-Baldwin.csv?cid=N00004367&year=2015,https://www.opensecrets.org/personal-finances/assets/Tammy-Baldwin.csv?cid=N00004367&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Tammy-Baldwin.csv?cid=N00004367&year=2014,https://www.opensecrets.org/personal-finances/assets/Tammy-Baldwin.csv?cid=N00004367&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Tammy-Baldwin.csv?cid=N00004367&year=2013,https://www.opensecrets.org/personal-finances/assets/Tammy-Baldwin.csv?cid=N00004367&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Tammy-Baldwin.csv?cid=N00004367&year=2012,https://www.opensecrets.org/personal-finances/assets/Tammy-Baldwin.csv?cid=N00004367&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Tammy-Baldwin.csv?cid=N00004367&year=2011,https://www.opensecrets.org/personal-finances/assets/Tammy-Baldwin.csv?cid=N00004367&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Tammy-Baldwin.csv?cid=N00004367&year=2010
11,N00037185,"Banks, Jim",R,Banks,Jim,Jim-Banks,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00037185&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00037185&year=2016,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00037185&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00037185&year=2015,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00037185&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00037185&year=2014,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00037185&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00037185&year=2013,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00037185&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00037185&year=2012,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00037185&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00037185&year=2011,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00037185&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00037185&year=2010
12,N00041457,"Banks, Jim",R,Banks,Jim,Jim-Banks,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00041457&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00041457&year=2016,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00041457&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00041457&year=2015,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00041457&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00041457&year=2014,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00041457&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00041457&year=2013,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00041457&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00041457&year=2012,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00041457&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00041457&year=2011,https://www.opensecrets.org/personal-finances/assets/Jim-Banks.csv?cid=N00041457&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Jim-Banks.csv?cid=N00041457&year=2010
13,N00031233,"Barr, Andy",R,Barr,Andy,Andy-Barr,https://www.opensecrets.org/personal-finances/assets/Andy-Barr.csv?cid=N00031233&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Andy-Barr.csv?cid=N00031233&year=2016,https://www.opensecrets.org/personal-finances/assets/Andy-Barr.csv?cid=N00031233&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Andy-Barr.csv?cid=N00031233&year=2015,https://www.opensecrets.org/personal-finances/assets/Andy-Barr.csv?cid=N00031233&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Andy-Barr.csv?cid=N00031233&year=2014,https://www.opensecrets.org/personal-finances/assets/Andy-Barr.csv?cid=N00031233&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Andy-Barr.csv?cid=N00031233&year=2013,https://www.opensecrets.org/personal-finances/assets/Andy-Barr.csv?cid=N00031233&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Andy-Barr.csv?cid=N00031233&year=2012,https://www.opensecrets.org/personal-finances/assets/Andy-Barr.csv?cid=N00031233&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Andy-Barr.csv?cid=N00031233&year=2011,https://www.opensecrets.org/personal-finances/assets/Andy-Barr.csv?cid=N00031233&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Andy-Barr.csv?cid=N00031233&year=2010
14,N00031877,"Bass, Karen",D,Bass,Karen,Karen-Bass,https://www.opensecrets.org/personal-finances/assets/Karen-Bass.csv?cid=N00031877&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Karen-Bass.csv?cid=N00031877&year=2016,https://www.opensecrets.org/personal-finances/assets/Karen-Bass.csv?cid=N00031877&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Karen-Bass.csv?cid=N00031877&year=2015,https://www.opensecrets.org/personal-finances/assets/Karen-Bass.csv?cid=N00031877&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Karen-Bass.csv?cid=N00031877&year=2014,https://www.opensecrets.org/personal-finances/assets/Karen-Bass.csv?cid=N00031877&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Karen-Bass.csv?cid=N00031877&year=2013,https://www.opensecrets.org/personal-finances/assets/Karen-Bass.csv?cid=N00031877&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Karen-Bass.csv?cid=N00031877&year=2012,https://www.opensecrets.org/personal-finances/assets/Karen-Bass.csv?cid=N00031877&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Karen-Bass.csv?cid=N00031877&year=2011,https://www.opensecrets.org/personal-finances/assets/Karen-Bass.csv?cid=N00031877&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Karen-Bass.csv?cid=N00031877&year=2010
15,N00033904,"Beatty, Joyce",D,Beatty,Joyce,Joyce-Beatty,https://www.opensecrets.org/personal-finances/assets/Joyce-Beatty.csv?cid=N00033904&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Joyce-Beatty.csv?cid=N00033904&year=2016,https://www.opensecrets.org/personal-finances/assets/Joyce-Beatty.csv?cid=N00033904&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Joyce-Beatty.csv?cid=N00033904&year=2015,https://www.opensecrets.org/personal-finances/assets/Joyce-Beatty.csv?cid=N00033904&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Joyce-Beatty.csv?cid=N00033904&year=2014,https://www.opensecrets.org/personal-finances/assets/Joyce-Beatty.csv?cid=N00033904&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Joyce-Beatty.csv?cid=N00033904&year=2013,https://www.opensecrets.org/personal-finances/assets/Joyce-Beatty.csv?cid=N00033904&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Joyce-Beatty.csv?cid=N00033904&year=2012,https://www.opensecrets.org/personal-finances/assets/Joyce-Beatty.csv?cid=N00033904&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Joyce-Beatty.csv?cid=N00033904&year=2011,https://www.opensecrets.org/personal-finances/assets/Joyce-Beatty.csv?cid=N00033904&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Joyce-Beatty.csv?cid=N00033904&year=2010
16,N00030717,"Bera, Ami",D,Bera,Ami,Ami-Bera,https://www.opensecrets.org/personal-finances/assets/Ami-Bera.csv?cid=N00030717&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Ami-Bera.csv?cid=N00030717&year=2016,https://www.opensecrets.org/personal-finances/assets/Ami-Bera.csv?cid=N00030717&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Ami-Bera.csv?cid=N00030717&year=2015,https://www.opensecrets.org/personal-finances/assets/Ami-Bera.csv?cid=N00030717&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Ami-Bera.csv?cid=N00030717&year=2014,https://www.opensecrets.org/personal-finances/assets/Ami-Bera.csv?cid=N00030717&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Ami-Bera.csv?cid=N00030717&year=2013,https://www.opensecrets.org/personal-finances/assets/Ami-Bera.csv?cid=N00030717&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Ami-Bera.csv?cid=N00030717&year=2012,https://www.opensecrets.org/personal-finances/assets/Ami-Bera.csv?cid=N00030717&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Ami-Bera.csv?cid=N00030717&year=2011,https://www.opensecrets.org/personal-finances/assets/Ami-Bera.csv?cid=N00030717&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Ami-Bera.csv?cid=N00030717&year=2010
17,N00036018,"Beyer, Don",D,Beyer,Don,Don-Beyer,https://www.opensecrets.org/personal-finances/assets/Don-Beyer.csv?cid=N00036018&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Don-Beyer.csv?cid=N00036018&year=2016,https://www.opensecrets.org/personal-finances/assets/Don-Beyer.csv?cid=N00036018&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Don-Beyer.csv?cid=N00036018&year=2015,https://www.opensecrets.org/personal-finances/assets/Don-Beyer.csv?cid=N00036018&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Don-Beyer.csv?cid=N00036018&year=2014,https://www.opensecrets.org/personal-finances/assets/Don-Beyer.csv?cid=N00036018&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Don-Beyer.csv?cid=N00036018&year=2013,https://www.opensecrets.org/personal-finances/assets/Don-Beyer.csv?cid=N00036018&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Don-Beyer.csv?cid=N00036018&year=2012,https://www.opensecrets.org/personal-finances/assets/Don-Beyer.csv?cid=N00036018&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Don-Beyer.csv?cid=N00036018&year=2011,https://www.opensecrets.org/personal-finances/assets/Don-Beyer.csv?cid=N00036018&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Don-Beyer.csv?cid=N00036018&year=2010
18,N00039293,"Biggs, Andy",R,Biggs,Andy,Andy-Biggs,https://www.opensecrets.org/personal-finances/assets/Andy-Biggs.csv?cid=N00039293&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Andy-Biggs.csv?cid=N00039293&year=2016,https://www.opensecrets.org/personal-finances/assets/Andy-Biggs.csv?cid=N00039293&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Andy-Biggs.csv?cid=N00039293&year=2015,https://www.opensecrets.org/personal-finances/assets/Andy-Biggs.csv?cid=N00039293&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Andy-Biggs.csv?cid=N00039293&year=2014,https://www.opensecrets.org/personal-finances/assets/Andy-Biggs.csv?cid=N00039293&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Andy-Biggs.csv?cid=N00039293&year=2013,https://www.opensecrets.org/personal-finances/assets/Andy-Biggs.csv?cid=N00039293&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Andy-Biggs.csv?cid=N00039293&year=2012,https://www.opensecrets.org/personal-finances/assets/Andy-Biggs.csv?cid=N00039293&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Andy-Biggs.csv?cid=N00039293&year=2011,https://www.opensecrets.org/personal-finances/assets/Andy-Biggs.csv?cid=N00039293&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Andy-Biggs.csv?cid=N00039293&year=2010
19,N00025292,"Bishop, Rob",R,Bishop,Rob,Rob-Bishop,https://www.opensecrets.org/personal-finances/assets/Rob-Bishop.csv?cid=N00025292&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Rob-Bishop.csv?cid=N00025292&year=2016,https://www.opensecrets.org/personal-finances/assets/Rob-Bishop.csv?cid=N00025292&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Rob-Bishop.csv?cid=N00025292&year=2015,https://www.opensecrets.org/personal-finances/assets/Rob-Bishop.csv?cid=N00025292&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Rob-Bishop.csv?cid=N00025292&year=2014,https://www.opensecrets.org/personal-finances/assets/Rob-Bishop.csv?cid=N00025292&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Rob-Bishop.csv?cid=N00025292&year=2013,https://www.opensecrets.org/personal-finances/assets/Rob-Bishop.csv?cid=N00025292&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Rob-Bishop.csv?cid=N00025292&year=2012,https://www.opensecrets.org/personal-finances/assets/Rob-Bishop.csv?cid=N00025292&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Rob-Bishop.csv?cid=N00025292&year=2011,https://www.opensecrets.org/personal-finances/assets/Rob-Bishop.csv?cid=N00025292&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Rob-Bishop.csv?cid=N00025292&year=2010
20,N00003105,"Blackburn, Marsha",R,Blackburn,Marsha,Marsha-Blackburn,https://www.opensecrets.org/personal-finances/assets/Marsha-Blackburn.csv?cid=N00003105&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Marsha-Blackburn.csv?cid=N00003105&year=2016,https://www.opensecrets.org/personal-finances/assets/Marsha-Blackburn.csv?cid=N00003105&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Marsha-Blackburn.csv?cid=N00003105&year=2015,https://www.opensecrets.org/personal-finances/assets/Marsha-Blackburn.csv?cid=N00003105&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Marsha-Blackburn.csv?cid=N00003105&year=2014,https://www.opensecrets.org/personal-finances/assets/Marsha-Blackburn.csv?cid=N00003105&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Marsha-Blackburn.csv?cid=N00003105&year=2013,https://www.opensecrets.org/personal-finances/assets/Marsha-Blackburn.csv?cid=N00003105&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Marsha-Blackburn.csv?cid=N00003105&year=2012,https://www.opensecrets.org/personal-finances/assets/Marsha-Blackburn.csv?cid=N00003105&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Marsha-Blackburn.csv?cid=N00003105&year=2011,https://www.opensecrets.org/personal-finances/assets/Marsha-Blackburn.csv?cid=N00003105&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Marsha-Blackburn.csv?cid=N00003105&year=2010
21,N00007727,"Blumenauer, Earl",D,Blumenauer,Earl,Earl-Blumenauer,https://www.opensecrets.org/personal-finances/assets/Earl-Blumenauer.csv?cid=N00007727&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Earl-Blumenauer.csv?cid=N00007727&year=2016,https://www.opensecrets.org/personal-finances/assets/Earl-Blumenauer.csv?cid=N00007727&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Earl-Blumenauer.csv?cid=N00007727&year=2015,https://www.opensecrets.org/personal-finances/assets/Earl-Blumenauer.csv?cid=N00007727&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Earl-Blumenauer.csv?cid=N00007727&year=2014,https://www.opensecrets.org/personal-finances/assets/Earl-Blumenauer.csv?cid=N00007727&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Earl-Blumenauer.csv?cid=N00007727&year=2013,https://www.opensecrets.org/personal-finances/assets/Earl-Blumenauer.csv?cid=N00007727&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Earl-Blumenauer.csv?cid=N00007727&year=2012,https://www.opensecrets.org/personal-finances/assets/Earl-Blumenauer.csv?cid=N00007727&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Earl-Blumenauer.csv?cid=N00007727&year=2011,https://www.opensecrets.org/personal-finances/assets/Earl-Blumenauer.csv?cid=N00007727&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Earl-Blumenauer.csv?cid=N00007727&year=2010
22,N00033474,"Bonamici, Suzanne",D,Bonamici,Suzanne,Suzanne-Bonamici,https://www.opensecrets.org/personal-finances/assets/Suzanne-Bonamici.csv?cid=N00033474&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Suzanne-Bonamici.csv?cid=N00033474&year=2016,https://www.opensecrets.org/personal-finances/assets/Suzanne-Bonamici.csv?cid=N00033474&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Suzanne-Bonamici.csv?cid=N00033474&year=2015,https://www.opensecrets.org/personal-finances/assets/Suzanne-Bonamici.csv?cid=N00033474&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Suzanne-Bonamici.csv?cid=N00033474&year=2014,https://www.opensecrets.org/personal-finances/assets/Suzanne-Bonamici.csv?cid=N00033474&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Suzanne-Bonamici.csv?cid=N00033474&year=2013,https://www.opensecrets.org/personal-finances/assets/Suzanne-Bonamici.csv?cid=N00033474&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Suzanne-Bonamici.csv?cid=N00033474&year=2012,https://www.opensecrets.org/personal-finances/assets/Suzanne-Bonamici.csv?cid=N00033474&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Suzanne-Bonamici.csv?cid=N00033474&year=2011,https://www.opensecrets.org/personal-finances/assets/Suzanne-Bonamici.csv?cid=N00033474&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Suzanne-Bonamici.csv?cid=N00033474&year=2010
23,N00035420,"Bost, Mike",R,Bost,Mike,Mike-Bost,https://www.opensecrets.org/personal-finances/assets/Mike-Bost.csv?cid=N00035420&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Mike-Bost.csv?cid=N00035420&year=2016,https://www.opensecrets.org/personal-finances/assets/Mike-Bost.csv?cid=N00035420&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Mike-Bost.csv?cid=N00035420&year=2015,https://www.opensecrets.org/personal-finances/assets/Mike-Bost.csv?cid=N00035420&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Mike-Bost.csv?cid=N00035420&year=2014,https://www.opensecrets.org/personal-finances/assets/Mike-Bost.csv?cid=N00035420&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Mike-Bost.csv?cid=N00035420&year=2013,https://www.opensecrets.org/personal-finances/assets/Mike-Bost.csv?cid=N00035420&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Mike-Bost.csv?cid=N00035420&year=2012,https://www.opensecrets.org/personal-finances/assets/Mike-Bost.csv?cid=N00035420&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Mike-Bost.csv?cid=N00035420&year=2011,https://www.opensecrets.org/personal-finances/assets/Mike-Bost.csv?cid=N00035420&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Mike-Bost.csv?cid=N00035420&year=2010
24,N00035307,"Boyle, Brendan",D,Boyle,Brendan,Brendan-Boyle,https://www.opensecrets.org/personal-finances/assets/Brendan-Boyle.csv?cid=N00035307&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Brendan-Boyle.csv?cid=N00035307&year=2016,https://www.opensecrets.org/personal-finances/assets/Brendan-Boyle.csv?cid=N00035307&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Brendan-Boyle.csv?cid=N00035307&year=2015,https://www.opensecrets.org/personal-finances/assets/Brendan-Boyle.csv?cid=N00035307&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Brendan-Boyle.csv?cid=N00035307&year=2014,https://www.opensecrets.org/personal-finances/assets/Brendan-Boyle.csv?cid=N00035307&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Brendan-Boyle.csv?cid=N00035307&year=2013,https://www.opensecrets.org/personal-finances/assets/Brendan-Boyle.csv?cid=N00035307&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Brendan-Boyle.csv?cid=N00035307&year=2012,https://www.opensecrets.org/personal-finances/assets/Brendan-Boyle.csv?cid=N00035307&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Brendan-Boyle.csv?cid=N00035307&year=2011,https://www.opensecrets.org/personal-finances/assets/Brendan-Boyle.csv?cid=N00035307&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Brendan-Boyle.csv?cid=N00035307&year=2010
25,N00005883,"Brady, Kevin",R,Brady,Kevin,Kevin-Brady,https://www.opensecrets.org/personal-finances/assets/Kevin-Brady.csv?cid=N00005883&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Brady.csv?cid=N00005883&year=2016,https://www.opensecrets.org/personal-finances/assets/Kevin-Brady.csv?cid=N00005883&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Brady.csv?cid=N00005883&year=2015,https://www.opensecrets.org/personal-finances/assets/Kevin-Brady.csv?cid=N00005883&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Brady.csv?cid=N00005883&year=2014,https://www.opensecrets.org/personal-finances/assets/Kevin-Brady.csv?cid=N00005883&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Brady.csv?cid=N00005883&year=2013,https://www.opensecrets.org/personal-finances/assets/Kevin-Brady.csv?cid=N00005883&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Brady.csv?cid=N00005883&year=2012,https://www.opensecrets.org/personal-finances/assets/Kevin-Brady.csv?cid=N00005883&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Brady.csv?cid=N00005883&year=2011,https://www.opensecrets.org/personal-finances/assets/Kevin-Brady.csv?cid=N00005883&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Kevin-Brady.csv?cid=N00005883&year=2010
26,N00041731,"Braun, Mike",R,Braun,Mike,Mike-Braun,https://www.opensecrets.org/personal-finances/assets/Mike-Braun.csv?cid=N00041731&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Mike-Braun.csv?cid=N00041731&year=2016,https://www.opensecrets.org/personal-finances/assets/Mike-Braun.csv?cid=N00041731&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Mike-Braun.csv?cid=N00041731&year=2015,https://www.opensecrets.org/personal-finances/assets/Mike-Braun.csv?cid=N00041731&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Mike-Braun.csv?cid=N00041731&year=2014,https://www.opensecrets.org/personal-finances/assets/Mike-Braun.csv?cid=N00041731&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Mike-Braun.csv?cid=N00041731&year=2013,https://www.opensecrets.org/personal-finances/assets/Mike-Braun.csv?cid=N00041731&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Mike-Braun.csv?cid=N00041731&year=2012,https://www.opensecrets.org/personal-finances/assets/Mike-Braun.csv?cid=N00041731&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Mike-Braun.csv?cid=N00041731&year=2011,https://www.opensecrets.org/personal-finances/assets/Mike-Braun.csv?cid=N00041731&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Mike-Braun.csv?cid=N00041731&year=2010
27,N00041385,"Brindisi, Anthony",D,Brindisi,Anthony,Anthony-Brindisi,https://www.opensecrets.org/personal-finances/assets/Anthony-Brindisi.csv?cid=N00041385&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Anthony-Brindisi.csv?cid=N00041385&year=2016,https://www.opensecrets.org/personal-finances/assets/Anthony-Brindisi.csv?cid=N00041385&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Anthony-Brindisi.csv?cid=N00041385&year=2015,https://www.opensecrets.org/personal-finances/assets/Anthony-Brindisi.csv?cid=N00041385&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Anthony-Brindisi.csv?cid=N00041385&year=2014,https://www.opensecrets.org/personal-finances/assets/Anthony-Brindisi.csv?cid=N00041385&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Anthony-Brindisi.csv?cid=N00041385&year=2013,https://www.opensecrets.org/personal-finances/assets/Anthony-Brindisi.csv?cid=N00041385&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Anthony-Brindisi.csv?cid=N00041385&year=2012,https://www.opensecrets.org/personal-finances/assets/Anthony-Brindisi.csv?cid=N00041385&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Anthony-Brindisi.csv?cid=N00041385&year=2011,https://www.opensecrets.org/personal-finances/assets/Anthony-Brindisi.csv?cid=N00041385&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Anthony-Brindisi.csv?cid=N00041385&year=2010
28,N00030910,"Brooks, Mo",R,Brooks,Mo,Mo-Brooks,https://www.opensecrets.org/personal-finances/assets/Mo-Brooks.csv?cid=N00030910&year=2016,https://www.opensecrets.org/personal-finances/liabilities/Mo-Brooks.csv?cid=N00030910&year=2016,https://www.opensecrets.org/personal-finances/assets/Mo-Brooks.csv?cid=N00030910&year=2015,https://www.opensecrets.org/personal-finances/liabilities/Mo-Brooks.csv?cid=N00030910&year=2015,https://www.opensecrets.org/personal-finances/assets/Mo-Brooks.csv?cid=N00030910&year=2014,https://www.opensecrets.org/personal-finances/liabilities/Mo-Brooks.csv?cid=N00030910&year=2014,https://www.opensecrets.org/personal-finances/assets/Mo-Brooks.csv?cid=N00030910&year=2013,https://www.opensecrets.org/personal-finances/liabilities/Mo-Brooks.csv?cid=N00030910&year=2013,https://www.opensecrets.org/personal-finances/assets/Mo-Brooks.csv?cid=N00030910&year=2012,https://www.opensecrets.org/personal-finances/liabilities/Mo-Brooks.csv?cid=N00030910&year=2012,https://www.opensecrets.org/personal-finances/assets/Mo-Brooks.csv?cid=N00030910&year=2011,https://www.opensecrets.org/personal-finances/liabilities/Mo-Brooks.csv?cid=N00030910&year=2011,https://www.opensecrets.org/personal-finances/assets/Mo-Brooks.csv?cid=N00030910&year=2010,https://www.opensecrets.org/personal-finances/liabilities/Mo-Brooks.csv?cid=N00030910&year=2010
