,chamber,member_name,party,net_worth_2010,net_worth_2011,2011_net_increase,net_worth_2012,2012_net_increase,net_worth_2013,2013_net_increase,net_worth_2014,2014_net_increase,net_worth_2015,2015_net_increase,net_worth_2016,2016_net_increase,defense_friendliness_rating_2010,defense_friendliness_rating_2012,defense_friendliness_rating_2014,defense_friendliness_rating_2016,energy_friendliness_rating_2010,energy_friendliness_rating_2012,energy_friendliness_rating_2014,energy_friendliness_rating_2016,tech_comm_friendliness_rating_2010,tech_comm_friendliness_rating_2012,tech_comm_friendliness_rating_2014,tech_comm_friendliness_rating_2016,health_friendliness_rating_2010,health_friendliness_rating_2012,health_friendliness_rating_2014,health_friendliness_rating_2016,finance_friendliness_rating_2010,finance_friendliness_rating_2012,finance_friendliness_rating_2014,finance_friendliness_rating_2016,2010_friendliness_avg,2012_friendliness_avg,2014_friendliness_avg,2016_friendliness_avg
784,House,"Kildee, Dan",D,,190502.0,,180004.0,-5.51070329970289,247502.0,37.49805559876447,247502.0,0.0,290002.0,17.171578411487584,290002.0,0.0,,,1.0,1.0,,,2.0,2.0,,,1.0,1.0,,,3.0,3.0,,,4.0,4.0,,,2.2,2.2
785,House,"Cardenas, Tony",D,,190005.0,,298507.0,57.10481303123602,221006.0,-25.962875242456622,196005.0,-11.312362560292481,115003.0,-41.326496773041505,0.0,-100.0,,,2.0,3.0,,,2.0,4.0,,,4.0,5.0,,,3.0,5.0,,,3.0,4.0,,,2.8,4.2
786,House,"Horsford, Steven",D,,176509.0,,144507.0,-18.130520256757446,88005.0,-39.09983599410409,,,,,,,,,3.0,,,,3.0,,,,4.0,,,,3.0,,,,4.0,,,,3.4,
787,House,"Salmon, Matt",R,,168001.0,,257502.0,53.274087654240155,255506.0,-0.7751396105661316,230506.0,-9.784506038997128,230508.0,0.0008676563733698905,,,,,4.0,2.0,,,4.0,2.0,,,3.0,1.0,,,3.0,1.0,,,2.0,1.0,,,3.2,1.4
788,House,"Amodei, Mark",R,,166002.0,,166002.0,0.0,166002.0,0.0,183004.0,10.242045276562934,166002.0,-9.2905073113156,-8998.0,-105.4204166214865,,2.0,3.0,3.0,,4.0,3.0,3.0,,4.0,3.0,3.0,,3.0,1.0,2.0,,3.0,1.0,1.0,,3.2,2.2,2.4
789,House,"Mckeon, Buck",R,,137501.0,,111502.0,-18.908226121991838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,House,"Castro, Joaquin",D,,132500.0,,150500.0,13.584905660377359,8000.0,-94.6843853820598,-61500.0,-868.75,-8999.0,-85.36747967479675,-71499.0,694.5216135126125,,,4.0,4.0,,,4.0,3.0,,,4.0,4.0,,,3.0,3.0,,,3.0,3.0,,,3.6,3.4
791,House,"Castro, Joaquin",D,,132500.0,,150500.0,13.584905660377359,8000.0,-94.6843853820598,-61500.0,-868.75,-8999.0,-85.36747967479675,-71499.0,694.5216135126125,,,4.0,4.0,,,4.0,3.0,,,4.0,4.0,,,3.0,3.0,,,3.0,3.0,,,3.6,3.4
792,House,"Hudson, Richard",R,,130500.0,,170503.0,30.653639846743296,161504.0,-5.277912998598265,196003.0,21.361080840103032,137504.0,-29.84597174533043,0.0,-100.0,,,4.0,4.0,,,4.0,5.0,,,3.0,4.0,,,3.0,4.0,,,4.0,4.0,,,3.6,4.2
793,House,"Sablan, Gregorio",D,,82502.0,,146003.0,76.96904317471092,188503.0,29.10899091114566,188503.0,0.0,188503.0,0.0,188503.0,0.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
794,Senate,"Heinrich, Martin",D,,53008.0,,171007.0,222.60602173256868,,,131506.0,,188507.0,43.344790351771024,363507.0,92.83474884221806,5.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,4.6,2.0,3.8
795,House,"Hahn, Janice",D,,48501.0,,480502.0,890.70534628152,448002.0,-6.763759568118342,657512.0,46.765416225820424,479008.0,-27.148401854262737,148507.0,-68.99696873538646,,4.0,3.0,,,3.0,2.0,,,3.0,1.0,,,2.0,1.0,,,4.0,1.0,,,3.2,1.6,
796,House,"Swalwell, Eric",D,,40501.0,,40501.0,0.0,-26499.0,-165.42801412310808,-58999.0,122.64613759009775,-498.0,-99.15591789691351,-59499.0,11847.590361445784,,,3.0,4.0,,,3.0,3.0,,,5.0,5.0,,,4.0,5.0,,,4.0,4.0,,,3.8,4.2
797,House,"Swalwell, Eric",D,,40501.0,,40501.0,0.0,-26499.0,-165.42801412310808,-58999.0,122.64613759009775,-498.0,-99.15591789691351,-59499.0,11847.590361445784,,,3.0,4.0,,,3.0,3.0,,,5.0,5.0,,,4.0,5.0,,,4.0,4.0,,,3.8,4.2
798,House,"Bridenstine, James",R,,38002.0,,-22148.0,-158.2811430977317,-126499.0,471.15315152609713,165001.0,-230.43660424193075,183001.0,10.909024793789127,-167499.0,-191.52900803820745,,,5.0,5.0,,,4.0,3.0,,,1.0,2.0,,,2.0,3.0,,,1.0,1.0,,,2.6,2.8
799,House,"Bridenstine, James",R,,38002.0,,-22148.0,-158.2811430977317,-126499.0,471.15315152609713,165001.0,-230.43660424193075,183001.0,10.909024793789127,-167499.0,-191.52900803820745,,,5.0,5.0,,,4.0,3.0,,,1.0,2.0,,,2.0,3.0,,,1.0,1.0,,,2.6,2.8
800,Senate,"Flake, Jeff",R,,32500.0,,83001.0,155.3876923076923,283001.0,240.9609522776834,-67998.0,-124.02747693471048,459001.0,-775.0213241565929,432003.0,-5.881904396722447,,3.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,5.0,3.0,4.0,1.0,5.0,2.0,3.0,3.0,5.0,1.0,3.0,1.5,4.6,1.8,3.0
801,House,"DeSantis, Ron",R,,31503.0,,-36499.0,-215.8588070977367,46501.0,-227.40349050658924,54001.0,16.128685404614952,54001.0,0.0,-538499.0,-1097.2019036684505,,,4.0,4.0,,,3.0,4.0,,,4.0,4.0,,,3.0,4.0,,,4.0,5.0,,,3.6,4.2
802,House,"DeSantis, Ron",R,,31503.0,,-36499.0,-215.8588070977367,46501.0,-227.40349050658924,54001.0,16.128685404614952,54001.0,0.0,-538499.0,-1097.2019036684505,,,4.0,4.0,,,3.0,4.0,,,4.0,4.0,,,3.0,4.0,,,4.0,5.0,,,3.6,4.2
803,House,"Veasey, Marc",D,,20507.0,,229009.0,1016.735748768713,123508.0,-46.06849512464576,144511.0,17.0053761699647,144011.0,-0.3459944225699082,0.0,-100.0,,,5.0,5.0,,,3.0,4.0,,,3.0,4.0,,,4.0,3.0,,,3.0,3.0,,,3.6,3.8
804,Senate,"DeMint, Jim",R,,16001.0,,215501.0,1246.797075182801,,,,,,,,,4.0,1.0,,,5.0,2.0,,,5.0,3.0,,,4.0,1.0,,,5.0,1.0,,,4.6,1.6,,
805,House,"Beutler, Jaime",R,,8000.0,,8000.0,0.0,32500.0,306.25,32500.0,0.0,32500.0,0.0,0.0,-100.0,,2.0,4.0,3.0,,3.0,3.0,2.0,,4.0,3.0,3.0,,3.0,2.0,2.0,,4.0,4.0,3.0,,3.2,3.2,2.6
806,House,"Beutler, Jaime",R,,8000.0,,8000.0,0.0,32500.0,306.25,32500.0,0.0,32500.0,0.0,0.0,-100.0,,2.0,4.0,3.0,,3.0,3.0,2.0,,4.0,3.0,3.0,,3.0,2.0,2.0,,4.0,4.0,3.0,,3.2,3.2,2.6
807,Senate,"Murphy, Christopher",D,,7502.0,,82502.0,999.7334044254865,182502.0,121.2091828076895,239004.0,30.95966071604695,281504.0,17.782129169386288,-961496.0,-441.55678072070026,3.0,4.0,1.0,1.0,4.0,4.0,1.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,4.4,4.6,1.8,3.0
808,House,"Sinema, Kyrsten",D,,-65001.0,,-32500.0,-50.00076921893509,-32500.0,-0.0,-32500.0,-0.0,-32500.0,-0.0,-32500.0,-0.0,,,4.0,4.0,,,3.0,4.0,,,5.0,5.0,,,4.0,5.0,,,5.0,5.0,,,4.2,4.6
809,House,"Sinema, Kyrsten",D,,-65001.0,,-32500.0,-50.00076921893509,-32500.0,-0.0,-32500.0,-0.0,-32500.0,-0.0,-32500.0,-0.0,,,4.0,4.0,,,3.0,4.0,,,5.0,5.0,,,4.0,5.0,,,5.0,5.0,,,4.2,4.6
810,House,"Valadao, David",R,,-19000002.0,,-12167002.0,-35.96315410914167,,,-25167003.0,,-24367004.0,-3.178761491783507,-51815006.0,112.6441395913917,,,3.0,4.0,,,5.0,5.0,,,3.0,3.0,,,3.0,4.0,,,3.0,4.0,,,3.4,4.0
811,House,"Sanford, Mark",R,,,,11297506.0,,4448514.0,-60.62392885651045,4507015.0,1.3150683576583102,7248015.0,60.8163052485958,5523012.0,-23.799661010635326,,,1.0,,,,2.0,2.0,,,3.0,2.0,,,2.0,1.0,,,5.0,3.0,,,2.6,2.0
812,Senate,"Johanns, Mike",R,,,,4614517.0,,4131017.0,-10.477802985664589,,,,,,,1.0,1.0,,,1.0,1.0,,,2.0,2.0,1.0,,1.0,1.0,1.0,,2.0,2.0,1.0,,1.4,1.4,1.0,
813,House,"Curson, David",D,,,,3499518.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,
814,Senate,"Lieberman, Joe",D,,,,1967036.0,,,,,,,,,,4.0,1.0,,,3.0,,,,2.0,1.0,,,1.0,1.0,,,2.0,1.0,,,2.4,1.0,,
815,House,"Markey, Ed",D,,,,1552012.0,,,,,,,,,,,2.0,2.0,1.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,2.0,4.0,3.2,4.4,1.8
816,Senate,"Cowan, William",D,,,,888012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Senate,"Booker, Cory",D,,,,476009.0,,307510.0,-35.39828028461647,563001.0,83.08380215277552,833002.0,47.95746366347484,1000002.0,20.047971073298744,,,3.0,1.0,,,5.0,3.0,,,5.0,5.0,,,5.0,4.0,,,5.0,4.0,,,4.6,3.4
818,House,"Cramer, Kevin",R,,,,419511.0,,542011.0,29.20066458328864,542011.0,0.0,706508.0,30.34938405309117,631508.0,-10.6155910478013,,,3.0,3.0,,,5.0,5.0,,,2.0,5.0,,,1.0,3.0,,,3.0,2.0,,,2.8,3.6
819,Senate,"Schatz, Brian",D,,,,319508.0,,309508.0,-3.1298120860823517,195507.0,-36.83297362265272,195507.0,0.0,-586993.0,-400.24142358074135,,,4.0,5.0,,,4.0,4.0,,,5.0,5.0,,,4.0,4.0,,,5.0,5.0,,,4.4,4.6
820,House,"Broun, Paul",R,,,,303507.0,,312008.0,2.800923866665349,,,164507.0,,,,2.0,2.0,1.0,,3.0,3.0,3.0,,2.0,1.0,2.0,,4.0,4.0,3.0,,3.0,2.0,3.0,,2.8,2.4,2.4,
821,House,"Cotton, Tom",R,,,,282501.0,,,,,,,,,,,,5.0,2.0,,,5.0,2.0,,,5.0,1.0,,,5.0,3.0,,,5.0,4.0,,,5.0,2.4
822,House,"Walorski, Jackie",R,,,,268006.0,,268006.0,0.0,274013.0,2.241367730573196,331013.0,20.801932755015272,148012.0,-55.2851398585554,,,5.0,5.0,,,4.0,4.0,,,3.0,2.0,,,4.0,4.0,,,4.0,3.0,,,4.0,3.6
823,House,"Jordan, Jim",R,,,,248004.0,,207503.0,-16.330784987338916,207503.0,0.0,199502.0,-3.8558478672597505,199502.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.2,3.2,2.4,2.2
824,House,"Jr, Donald",D,,,,216002.0,,291002.0,34.72190072314145,199003.0,-31.61455935010756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,House,"Kelly, Robin",D,,,,140992.0,,123502.0,-12.404959146618248,241014.0,95.14987611536655,282518.0,17.220576398051566,180022.0,-36.279458300002126,,,1.0,2.0,,,2.0,1.0,,,1.0,3.0,,,3.0,4.0,,,2.0,3.0,,,1.8,2.6
826,House,"Bishop, Sanford",D,,,,56503.0,,48502.0,-14.160310072031573,48502.0,0.0,148502.0,206.1770648633046,-128499.0,-186.53014774211795,5.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.4,3.0,3.0
827,Senate,"Stabenow, Debbie",D,,,,32500.0,,32500.0,0.0,32500.0,0.0,32500.0,0.0,32500.0,0.0,2.0,4.0,,2.0,4.0,5.0,2.0,3.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.8,2.25,3.8
828,Senate,"Stabenow, Debbie",D,,,,32500.0,,32500.0,0.0,32500.0,0.0,32500.0,0.0,32500.0,0.0,2.0,4.0,,2.0,4.0,5.0,2.0,3.0,4.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.8,2.25,3.8
829,House,"Stockman, Steve",R,,,,8000.0,,8000.0,0.0,,,,,,,,,2.0,,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,1.4,
830,House,"Stockman, Steve",R,,,,8000.0,,8000.0,0.0,,,,,,,,,2.0,,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,1.4,
831,House,"Rivera, Luis",D,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,House,"Nan, Nan",h,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,House,"Carson, Julia",D,,,,-34998.0,,16501.0,-147.1484084804846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,House,"Carson, Julia",D,,,,-34998.0,,16501.0,-147.1484084804846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,House,"Trott, Dave",R,,,,,,200509228.0,,76336575.0,-61.928647493470976,177149145.0,132.06326063227226,0.0,-100.0,,,,2.0,,,,2.0,,,,3.0,,,,2.0,,,,4.0,,,,2.6
836,House,"MacArthur, Thomas",R,,,,,,49311596.0,,52903452.0,7.283998676497918,64014232.0,21.00199435000952,64462709.0,0.7005895189057333,,,,5.0,,,,4.0,,,,2.0,,,,4.0,,,,4.0,,,,3.8
837,House,"Beyer, Don",D,,,,,,48716014.0,,48716014.0,0.0,45844023.0,-5.89537354185012,120366017.0,162.5555287763467,,,,5.0,,,,3.0,,,,5.0,,,,3.0,,,,4.0,,,,4.0
838,Senate,"Perdue, David",R,,,,,,31670606.0,,33681601.0,6.349720621070529,30098571.0,-10.637944437379922,27736065.0,-7.849229785693149,,,,2.0,,,,2.0,,,,3.0,,,,2.0,,,,3.0,,,,2.4
839,House,"Clawson, Curt",R,,,,,,26309575.0,,18797020.0,-28.554452133871415,20731518.0,10.291514293223075,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,1.25,1.0
840,House,"Poliquin, Bruce",R,,,,,,23830532.0,,11124006.0,-53.32036229824831,11633007.0,4.575698718609105,12183007.0,4.727926322059292,,,,4.0,,,,4.0,,,,4.0,,,,3.0,,,,5.0,,,,4.0
841,House,"McAllister, Vance",R,,,,,,21984013.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,1.25,
842,Senate,"Daines, Steven",R,,,,,,20337086.0,,14963517.0,-26.42251205507023,14434015.0,-3.5386199648117485,0.0,-100.0,,,3.0,2.0,,,5.0,3.0,,,5.0,3.0,,,5.0,1.0,,,5.0,2.0,,,4.6,2.2
843,House,"Allen, Richard",R,,,,,,19572008.0,,21412007.0,9.40117641480629,24554007.0,14.674009774048738,35806512.0,45.8275710355544,,,,2.0,,,,2.0,,,,2.0,,,,3.0,,,,3.0,,,,2.4
844,House,"Carter, Buddy",R,,,,,,17614665.0,,18282528.0,3.7915168979938025,20811530.0,13.832890068594454,35421029.0,70.19906273109186,,,,4.0,,,,3.0,,,,2.0,,,,5.0,,,,2.0,,,,3.2
845,Senate,"Rounds, Mike",R,,,,,,16172515.0,,2742516.0,-83.04211806265135,16193522.0,490.46226166046074,9053034.0,-44.09471886350604,,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,2.0,,,,1.4
846,House,"Graham, Gwen",D,,,,,,15546006.0,,15188005.0,-2.3028487188284887,14896005.0,-1.9225698174315848,,,,,,4.0,,,,3.0,,,,3.0,,,,4.0,,,,4.0,,,,3.6
847,House,"Blum, Rod",R,,,,,,14127029.0,,15401529.0,9.021712916424253,20393527.0,32.412353344917896,0.0,-100.0,,,,3.0,,,,3.0,,,,2.0,,,,3.0,,,,3.0,,,,2.8
848,House,"Abraham, Ralph",R,,,,,,9573007.0,,10454023.0,9.203127084311125,12012525.0,14.908155453646888,12195525.0,1.5234099408742126,,,,2.0,,,,2.0,,,,1.0,,,,3.0,,,,1.0,,,,1.8
849,House,"Hill, French",R,,,,,,9381533.0,,285504.0,-96.95674470259817,6938526.0,2330.2727807666442,6892033.0,-0.6700702714092301,,,,2.0,,,,3.0,,,,3.0,,,,4.0,,,,5.0,,,,3.4
850,Senate,"Tillis, Thom",R,,,,,,8497069.0,,8945567.0,5.27826712952431,8386523.0,-6.2493970477220735,17610550.0,109.98630779406436,,,,2.0,,,,3.0,,,,3.0,,,,3.0,,,,3.0,,,,2.8
851,House,"Ratcliffe, John",R,,,,,,7865505.0,,7133503.0,-9.306484453318637,7200002.0,0.9322067993803325,7187502.0,-0.17361106288581585,,,,4.0,,,,4.0,,,,3.0,,,,1.0,,,,3.0,,,,3.0
852,House,"Clark, Katherine",D,,,,,,6828006.0,,3762079.0,-44.9022306072959,3307551.0,-12.081830285860558,0.0,-100.0,,,3.0,3.0,,,2.0,1.0,,,4.0,3.0,,,4.0,4.0,,,4.0,3.0,,,3.4,2.8
853,House,"Newhouse, Daniel",R,,,,,,6369006.0,,1176506.0,-81.52763555254933,2127007.0,80.79015321638818,,,,,,,,,,,,,,,,,,,,,,,,,,
854,House,"Dingell, Debbie",D,,,,,,6289560.0,,6429060.0,2.217961192833839,5978057.0,-7.015069076972372,7867076.0,31.599213590636555,,,,3.0,,,,4.0,,,,3.0,,,,2.0,,,,2.0,,,,2.8
855,House,"Dold, Bob",R,,,,,,3844011.0,,4033013.0,4.916791341127795,4084511.0,1.2769113315528613,,,,3.0,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,,5.0,,5.0,,5.0,,4.2,,4.8
856,Senate,"Peters, Gary",D,,,,,,3388584.0,,8040682.0,137.2873743132825,4008590.0,-50.14614431959876,4239097.0,5.750326174540175,,2.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,4.5,3.2,4.8,3.2
857,House,"Ashford, Brad",D,,,,,,2927062.0,,4035063.0,37.853690834017186,4915561.0,21.821171069695815,,,,,,3.0,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,,,3.8
858,Senate,"Sullivan, Dan",R,,,,,,2696018.0,,2849018.0,5.6750362942680646,3040519.0,6.7216493542687346,2498518.0,-17.825936953526682,,,,2.0,,,,3.0,,,,1.0,,,,1.0,,,,1.0,,,,1.6
859,Senate,"Capito, Shelley",R,,,,,,2272551.0,,2635057.0,15.951501198432949,3426065.0,30.0186295780319,3466067.0,1.1675785485681096,,1.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,1.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,3.4,4.4,1.0
860,House,"Babin, Brian",R,,,,,,2261043.0,,2206542.0,-2.4104362455733925,2463043.0,11.624569122183036,2202046.0,-10.596526329422588,,,,4.0,,,,4.0,,,,2.0,,,,4.0,,,,2.0,,,,3.2
861,House,"Comstock, Barbara",R,,,,,,2241549.0,,1552025.0,-30.761049613459264,1281522.0,-17.42903625908088,1286022.0,0.3511449666880475,,,,5.0,,,,5.0,,,,5.0,,,,4.0,,,,5.0,,,,4.8
862,Senate,"Markey, Ed",D,,,,,,2010512.0,,2182512.0,8.555034737420119,2275512.0,4.261144955904022,0.0,-100.0,,2.0,2.0,1.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,2.0,4.0,3.2,4.4,1.8
863,Senate,"Cassidy, Bill",R,,,,,,1921029.0,,2218530.0,15.48654393036232,2004021.0,-9.66896999364444,-1500001.0,-174.8495649496687,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.4,3.6,4.4,3.2
864,House,"Bishop, Mike",R,,,,,,1715035.0,,1315030.0,-23.323430717157375,964021.0,-26.692090674737457,0.0,-100.0,,,,3.0,,,,3.0,,,,4.0,,,,3.0,,,,4.0,,,,3.4
865,House,"Byrne, Bradley",R,,,,,,1491033.0,,1327525.0,-10.966088611050191,1077525.0,-18.832037061448936,682011.0,-36.705784088536234,,,5.0,5.0,,,4.0,4.0,,,2.0,2.0,,,4.0,2.0,,,4.0,3.0,,,3.8,3.2
866,Senate,"Sasse, Ben",R,,,,,,1472021.0,,1484027.0,0.8156133642115161,1490523.0,0.43772788500478765,1446022.0,-2.98559633095229,,,,1.0,,,,2.0,,,,2.0,,,,2.0,,,,4.0,,,,2.2
867,House,"Curbelo, Carlos",R,,,,,,1427040.0,,1399543.0,-1.9268555891916135,1516543.0,8.359871758138192,1536550.0,1.3192504267930418,,,,2.0,,,,4.0,,,,4.0,,,,4.0,,,,5.0,,,,3.8
868,House,"Hardy, Cresent",R,,,,,,1423004.0,,1323004.0,-7.027387133135255,1305004.0,-1.3605401041871377,,,,,,3.0,,,,4.0,,,,3.0,,,,2.0,,,,3.0,,,,3.0
869,House,"Jenkins, Evan",R,,,,,,1415528.0,,1520528.0,7.417726812892433,1787028.0,17.526806477749833,0.0,-100.0,,,,3.0,,,,5.0,,,,1.0,,,,4.0,,,,2.0,,,,3.0
870,House,"Zinke, Ryan",R,,,,,,1407503.0,,675502.0,-52.0070649938224,1065502.0,57.73484016331558,,,,,,5.0,,,,5.0,,,,3.0,,,,3.0,,,,4.0,,,,4.0
871,House,"Boyle, Brendan",D,,,,,,1262506.0,,-24997.0,-101.97995098637156,-137498.0,450.0580069608353,0.0,-100.0,,,,3.0,,,,2.0,,,,3.0,,,,3.0,,,,3.0,,,,2.8
872,House,"Palmer, Gary",R,,,,,,1219536.0,,1417049.0,16.195749858962753,1446563.0,2.0827790711542082,1554058.0,7.431062456318875,,,,2.0,,,,3.0,,,,1.0,,,,2.0,,,,4.0,,,,2.4
873,House,"Buck, Kenneth",R,,,,,,1206005.0,,1206005.0,0.0,940502.0,-22.015082856207062,1013005.0,7.708968189328677,,,,,,,,,,,,,,,,,,,,,,,,
874,House,"Takai, Mark",D,,,,,,1126516.0,,1234517.0,9.587169645171484,858513.0,-30.457579766013755,,,,,,5.0,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,2.6
875,House,"Grothman, Glenn",R,,,,,,1121007.0,,885508.0,-21.007808158200618,928008.0,4.7995049169516255,1062507.0,14.49330178188119,,,,1.0,,,,3.0,,,,1.0,,,,1.0,,,,2.0,,,,1.6
876,House,"Jolly, David",R,,,,,,1056517.0,,426007.0,-59.67816892676597,122003.0,-71.36126871154698,,,,,5.0,5.0,,,3.0,4.0,,,2.0,2.0,,,3.0,3.0,,,4.0,4.0,,,3.4,3.6
877,Senate,"Ernst, Joni",R,,,,,,1040530.0,,503515.0,-51.60975656636522,477012.0,-5.263596913696713,-244488.0,-151.25405650172323,,,,2.0,,,,3.0,,,,2.0,,,,1.0,,,,3.0,,,,2.2
878,House,"McSally, Martha",R,,,,,,935519.0,,755518.0,-19.24076368304652,684517.0,-9.397658295368212,267515.0,-60.91915905667792,,,,5.0,,,,5.0,,,,4.0,,,,4.0,,,,5.0,,,,4.6
879,House,"Coleman, Bonnie",D,,,,,,880001.0,,685000.0,-22.159179364568903,682501.0,-0.3648175182481752,0.0,-100.0,,,,2.0,,,,1.0,,,,2.0,,,,3.0,,,,1.0,,,,1.8
880,House,"Young, David",R,,,,,,767503.0,,375000.0,-51.140256129292005,200000.0,-46.666666666666664,0.0,-100.0,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,,,4.0,,,,4.0
881,House,"Walters, Mimi",R,,,,,,715503.0,,673003.0,-5.939877261171512,1173003.0,74.29387387574795,1148503.0,-2.088656209745414,,,,2.0,,,,4.0,,,,5.0,,,,4.0,,,,4.0,,,,3.8
882,House,"Smith, Jason",R,,,,,,669510.0,,566011.0,-15.458917715941508,411511.0,-27.296289294731018,-410991.0,-199.87363642770183,,,3.0,3.0,,,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,,3.0,4.0,,,3.6,3.8
883,House,"Brat, Dave",R,,,,,,609007.0,,633507.0,4.022942265031436,609007.0,-3.867360581651032,0.0,-100.0,,,1.0,1.0,,,2.0,2.0,,,1.0,1.0,,,2.0,2.0,,,3.0,3.0,,,1.8,1.8
884,House,"Gallego, Ruben",D,,,,,,602508.0,,579507.0,-3.817542671632576,739513.0,27.610710483221084,-278496.0,-137.65937853695607,,,,4.0,,,,3.0,,,,2.0,,,,3.0,,,,2.0,,,,2.8
885,House,"Lieu, Ted",D,,,,,,580529.0,,678519.0,16.879432379777754,1471020.0,116.79864528480411,3503519.0,138.16936547429674,,,,4.0,,,,2.0,,,,4.0,,,,4.0,,,,4.0,,,,3.6
886,House,"Emmer, Tom",R,,,,,,515002.0,,440001.0,-14.563244414584798,165001.0,-62.49985795486829,0.0,-100.0,,,,1.0,,,,3.0,,,,4.0,,,,2.0,,,,4.0,,,,2.8
887,House,"Graves, Garret",R,,,,,,497005.0,,1012009.0,103.62149274152172,277511.0,-72.57820829656654,242511.0,-12.612112673011161,,,,2.0,,,,5.0,,,,4.0,,,,3.0,,,,3.0,,,,3.4
888,House,"Lawrence, Brenda",D,,,,,,457502.0,,983509.0,114.97370503298345,1116009.0,13.472169548016339,1065509.0,-4.52505311337095,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,3.0,,,,2.2
889,House,"Moolenaar, John",R,,,,,,420021.0,,596039.0,41.906952271434044,361522.0,-39.34591528406698,346522.0,-4.149125087823148,,,,2.0,,,,3.0,,,,1.0,,,,2.0,,,,2.0,,,,2.0
890,House,"Rouzer, David",R,,,,,,377512.0,,332512.0,-11.92015088262095,491014.0,47.6680540852661,100514.0,-79.52930059020721,,,,1.0,,,,3.0,,,,2.0,,,,3.0,,,,3.0,,,,2.4
891,House,"Norcross, Don",D,,,,,,365004.0,,2082528.0,470.549363842588,1947531.0,-6.48236182178583,0.0,-100.0,,,2.0,4.0,,,3.0,4.0,,,2.0,2.0,,,4.0,4.0,,,4.0,4.0,,,3.0,3.6
892,House,"Mooney, Alex",R,,,,,,320006.0,,393506.0,22.9683193440123,,,0.0,,,,,1.0,,,,4.0,,,,2.0,,,,4.0,,,,3.0,,,,2.8
893,House,"Costello, Ryan",R,,,,,,302006.0,,-47994.0,-115.8917372502533,-172994.0,260.44922281951915,202006.0,-216.77052383319653,,,,3.0,,,,4.0,,,,4.0,,,,5.0,,,,4.0,,,,4.0
894,House,"Stefanik, Elise",R,,,,,,272503.0,,264502.0,-2.936114464794883,164502.0,-37.80689749037814,0.0,-100.0,,,,5.0,,,,4.0,,,,4.0,,,,4.0,,,,5.0,,,,4.4
