,chamber,member_name,party,net_worth_2010,net_worth_2011,2011_net_increase,net_worth_2012,2012_net_increase,net_worth_2013,2013_net_increase,net_worth_2014,2014_net_increase,net_worth_2015,2015_net_increase,net_worth_2016,2016_net_increase,defense_friendliness_rating_2010,defense_friendliness_rating_2012,defense_friendliness_rating_2014,defense_friendliness_rating_2016,energy_friendliness_rating_2010,energy_friendliness_rating_2012,energy_friendliness_rating_2014,energy_friendliness_rating_2016,tech_comm_friendliness_rating_2010,tech_comm_friendliness_rating_2012,tech_comm_friendliness_rating_2014,tech_comm_friendliness_rating_2016,health_friendliness_rating_2010,health_friendliness_rating_2012,health_friendliness_rating_2014,health_friendliness_rating_2016,finance_friendliness_rating_2010,finance_friendliness_rating_2012,finance_friendliness_rating_2014,finance_friendliness_rating_2016,2010_friendliness_avg,2012_friendliness_avg,2014_friendliness_avg,2016_friendliness_avg
87,House,"Boyd, Allen",D,7007506.0,,,,,,,,,,,,,5.0,,,,4.0,,,,5.0,,,,5.0,,,,4.0,,,,4.6,,,
88,House,"Garamendi, John",D,6948503.0,9716505.0,39.83594739759053,8175007.0,-15.864737372131236,7516008.0,-8.06114294458708,7258508.0,-3.426020834464253,6958007.0,-4.139983037836426,4409008.0,-36.63403902870463,,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,3.25,3.4,2.8,2.2
89,House,"Schmidt, Jean",R,6947528.0,5339027.0,-23.152134111586165,5465526.0,2.3693268455094905,,,,,,,,,1.0,1.0,,,3.0,2.0,,,1.0,1.0,,,2.0,1.0,,,3.0,2.0,,,2.0,1.4,,
90,Senate,"Bayh, Evan",D,6892012.0,,,,,,,,,,,,,4.0,,,,5.0,,,,3.0,,,,4.0,,,,5.0,,,,4.2,,,
91,Senate,"Wyden, Ron",D,6847018.0,38370525.0,460.39760666614285,7294025.0,-80.99055199270795,8196032.0,12.366382072998103,10807540.0,31.863077157336622,13070041.0,20.93446797328532,9750033.0,-25.401664769069964,4.0,,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,4.8,3.0,4.4,4.6
92,Senate,"Sessions, Jeff",R,6842031.0,6789034.0,-0.7745799456331022,7080031.0,4.286279903738882,7478028.0,5.621401940189244,7520535.0,0.568425258637705,7520535.0,0.0,,,2.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.2,1.4,4.0,1.2
93,Senate,"Reid, Harry",D,6806026.0,4491031.0,-34.0139017982006,4372030.0,-2.6497479086650704,4497029.0,2.859060893909694,4638027.0,3.135358922524182,4813027.0,3.7731561286728175,,,5.0,2.0,5.0,1.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,4.0,1.0,5.0,3.6,4.6,1.0
94,House,"Minnick, Walt",D,6745530.0,,,,,,,,,,,,,,,,,4.0,,,,5.0,,,,4.0,,,,5.0,,,,4.5,,,
95,House,"Tanner, John",D,6650026.0,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,3.0,,,,3.0,,,,2.0,,,
96,Senate,"Gregg, Judd",R,6613541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,House,"Tipton, Scott",R,6506537.0,6490536.0,-0.24592190899705943,6374535.0,-1.787232980450305,5975034.0,-6.267139485468352,6441535.0,7.807503689518754,6541535.0,1.5524250042885739,6574035.0,0.49682528641977763,,2.0,2.0,3.0,,5.0,5.0,5.0,,4.0,3.0,3.0,,3.0,2.0,2.0,,4.0,3.0,5.0,,3.6,3.0,3.6
98,House,"Bass, Charles",R,6438010.0,6987517.0,8.535354868973487,7030017.0,0.6082275005556337,,,,,,,,,,5.0,,,,5.0,,,,5.0,,,,4.0,,,,4.0,,,,4.6,,
99,House,"Schrader, Kurt",D,6401531.0,9077509.0,41.80215639040099,4500558.0,-50.4207817364874,5113924.0,13.628665601021028,5330066.0,4.226539150757813,4768073.0,-10.543828162728191,4776560.0,0.17799643587671582,3.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.4,3.4,3.0,3.6
100,House,"Mica, John",R,6401005.0,6466006.0,1.015481162723666,6433505.0,-0.5026441361174117,6434006.0,0.007787356969490192,6442006.0,0.12433933073733533,6266006.0,-2.7320682408554107,,,,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.4,2.6,3.0
101,House,"Shuler, Heath",D,6283512.0,5791512.0,-7.830016080179365,6167513.0,6.492276973612418,,,,,,,,,,1.0,,,3.0,1.0,,,3.0,2.0,,,4.0,2.0,,,3.0,2.0,,,3.25,1.6,,
102,House,"Schweikert, David",R,6165011.0,3170006.0,-48.58069190793009,3149506.0,-0.6466864731486313,3557007.0,12.93856877872276,5846004.0,64.35177102547169,6383505.0,9.194331717870874,3316005.0,-48.05353798579307,,4.0,3.0,2.0,,3.0,3.0,2.0,,3.0,2.0,2.0,,4.0,2.0,2.0,,5.0,3.0,3.0,,3.8,2.6,2.2
103,Senate,"Cantwell, Maria",D,6163505.0,4213505.0,-31.637842428942626,3771505.0,-10.490078924790645,3464505.0,-8.139986557090605,3439505.0,-0.7216038077589728,3264005.0,-5.1024784089571025,3289005.0,0.7659301992490821,1.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,3.0,5.0,1.0,2.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,2.8,4.8,1.2,1.8
104,House,"Ross, Dennis",R,6137503.0,2951000.0,-51.91855710701893,2951000.0,0.0,684999.0,-76.7875635377838,737500.0,7.664390750935403,529999.0,-28.135728813559325,-2522502.0,-575.9446715937199,,2.0,2.0,2.0,,3.0,3.0,2.0,,4.0,2.0,2.0,,3.0,2.0,2.0,,3.0,5.0,5.0,,3.0,2.8,2.6
105,Senate,"Webb, James",D,6131593.0,6148587.0,0.27715472961104887,4580094.0,-25.509812254425285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,House,"Foxx, Virginia",R,5928518.0,5923516.0,-0.08437184470047995,5888015.0,-0.5993231047236135,5988522.0,1.7069759502990396,5248513.0,-12.357122508692463,2325014.0,-55.70147201693128,3636022.0,56.38710132498127,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.8,1.8,2.6,3.0
107,Senate,"Barrasso, John",R,5730007.0,6137509.0,7.11171906072715,5673508.0,-7.56008667359999,5647008.0,-0.4670831520815693,5222007.0,-7.5261271101439915,8003508.0,53.26498030354996,7947007.0,-0.7059529396359696,3.0,5.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,1.0,5.0,2.0,2.0,2.6,5.0,2.8,3.2
108,House,"Benishek, Daniel",R,5645540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,House,"Biggert, Judy",R,5638531.0,3664038.0,-35.017861921837444,2883036.0,-21.31533570339609,,,,,,,,,2.0,2.0,,,3.0,4.0,,,4.0,5.0,,,2.0,3.0,,,5.0,5.0,,,3.2,3.8,,
110,Senate,"Brownback, Sam",R,5617031.0,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.2,,,
111,House,"Cantor, Eric",R,5471054.0,6419058.0,17.327630105643262,9345056.0,45.582981178858326,13073556.0,39.89810226926409,,,,,,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,
112,House,"Stearns, Cliff",R,5458014.0,5501013.0,0.7878140290589215,5493012.0,-0.14544593877527648,,,,,,,,,3.0,2.0,,,3.0,3.0,,,5.0,5.0,,,2.0,3.0,,,2.0,1.0,,,3.0,2.8,,
113,House,"Bartlett, Roscoe",R,5306008.0,5106008.0,-3.769312070392657,5106008.0,0.0,,,,,,,,,5.0,5.0,,,1.0,3.0,,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,,1.8,2.4,,
114,Senate,"Coons, Chris",D,5281178.0,4893080.0,-7.34870136927784,7153988.0,46.20623411021279,8532030.0,19.262570750747695,8942031.0,4.805433173582371,8781531.0,-1.7948942471794158,8840529.0,0.6718418462566493,3.0,1.0,4.0,1.0,2.0,3.0,4.0,1.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,4.0,5.0,3.0,3.8,3.0,4.6,1.8
115,Senate,"Hutchison, Kay",R,5243540.0,6533047.0,24.5922983328057,7214049.0,10.423956845863806,,,,,,,,,2.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.2,1.0,,
116,Senate,"Udall, Tom",D,5183538.0,2850020.0,-45.017862317204965,2881022.0,1.0877818401274377,1692519.0,-41.2528262540168,3103021.0,83.33743963878692,2990520.0,-3.625531377325516,2918520.0,-2.4076080414108585,1.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,2.0,4.0,5.0,4.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,1.6,2.4,4.8,2.2
117,House,"Conaway, Mike",R,5080558.0,5703057.0,12.252571469511814,5455557.0,-4.339777771816062,10831658.0,98.54357676035646,11540171.0,6.541131560837685,11591679.0,0.4463365404204149,0.0,-100.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.25,3.6,3.8,3.6
118,House,"Ryan, Paul",R,5067050.0,5228046.0,3.1773122428237337,5405548.0,3.395188183118511,5531036.0,2.3214667597068788,5661038.0,2.3504095796881455,5942542.0,4.972656957964246,6003039.0,1.0180323504655078,,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,4.6,5.0,5.0
119,House,"Latham, Tom",R,5025421.0,4982671.0,-0.8506749981742824,5739219.0,15.183583262872464,5519128.0,-3.834859760535362,,,3172213.0,,,,,5.0,4.0,,4.0,5.0,3.0,,3.0,4.0,2.0,,4.0,5.0,3.0,,3.0,5.0,3.0,,3.5,4.8,3.0,
120,House,"Rehberg, Denny",R,4988504.0,4613504.0,-7.517283738772185,5564505.0,20.613420948589184,,,,,,,,,4.0,4.0,,,5.0,5.0,,,3.0,5.0,,,2.0,5.0,,,2.0,5.0,,,3.2,4.8,,
121,House,"Gingrey, Phil",R,4960015.0,5287513.0,6.602762290033397,5061515.0,-4.274183344797451,4776515.0,-5.63072518801189,,,,,,,,4.0,3.0,,4.0,4.0,2.0,,4.0,5.0,3.0,,5.0,5.0,5.0,,3.0,4.0,4.0,,4.0,4.4,3.4,
122,Senate,"Johanns, Michael",R,4941519.0,4360518.0,-11.75753852206174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,House,"Bordallo, Madeleine",D,4940503.0,5147503.0,4.1898567817892225,5147503.0,0.0,5465004.0,6.168058571311177,5565004.0,1.8298248272096413,7615503.0,36.8463167322072,7790504.0,2.2979572065036282,,4.0,2.0,3.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.75,1.5,1.5
124,House,"Blumenauer, Earl",D,4924520.0,6751014.0,37.08978743105927,6809015.0,0.8591450114012503,6828015.0,0.27904182910450337,7632520.0,11.782414069096216,6997519.0,-8.319676856398674,9950020.0,42.19354031050148,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.8,2.4,3.0
125,House,"Bright, Bobby",D,4833519.0,,,,,,,,,,,,,4.0,,,,4.0,,,,3.0,,,,3.0,,,,3.0,,,,3.4,,,
126,Senate,"Coats, Daniel",R,4827527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Senate,"Bennett, Robert",R,4694011.0,,,,,,,,,,,,,5.0,,,,5.0,,,,5.0,,,,4.0,,,,5.0,,,,4.8,,,
128,Senate,"Carper, Tom",D,4607078.0,4060193.0,-11.870539200768903,4207570.0,3.629802819718176,4749572.0,12.881591987774415,4975073.0,4.74781727700938,5242072.0,5.366735322275673,5239573.0,-0.04767198924394781,2.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,4.6,2.2,2.4
129,House,"Tsongas, Niki",D,4566021.0,4634023.0,1.4893054587352972,4550021.0,-1.8127229838954189,4807022.0,5.648347557077209,4721522.0,-1.7786479862168303,4257021.0,-9.837950559162914,4188022.0,-1.6208282740442201,4.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.4,3.2,2.8,2.8
130,House,"Green, Al",D,4532505.0,4407505.0,-2.757856858403907,4507505.0,2.268857324041606,4707505.0,4.437044440327853,7565006.0,60.7009657982307,5100006.0,-32.58424381950259,5375006.0,5.392150519038605,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.4,1.25,1.2,1.6
131,House,"Crenshaw, Ander",R,4479509.0,2367511.0,-47.14797983439703,2388506.0,0.8867963021079944,1771006.0,-25.85298090103186,1796507.0,1.4399160703012863,1654007.0,-7.932059268346853,,,4.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.2,2.0,3.6,3.2
132,House,"Sessions, Pete",R,4420525.0,1249508.0,-71.73394562863008,1648529.0,31.934249320532558,1685526.0,2.244243201059854,290012.0,-82.7939764797458,1682534.0,480.16013130491154,1928540.0,14.621160701655956,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.6,4.6,4.8,4.6
133,House,"Keating, William",D,4415026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,House,"Welch, Peter",D,4396553.0,4602548.0,4.685375110910752,5114048.0,11.113409354992061,5686554.0,11.19477173464152,3881535.0,-31.741877418204417,4570051.0,17.73824015499023,4764557.0,4.256101299525979,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,2.8,3.6,3.2
135,House,"Kanjorski, Paul",D,4332005.0,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,1.0,,,,5.0,,,,2.5,,,
136,House,"Himes, Jim",D,4324025.0,3410524.0,-21.12617295228404,5967025.0,74.95918515747141,6860526.0,14.973977819767809,6504524.0,-5.189135643535204,6152523.0,-5.411633503081855,6325022.0,2.8037115830367476,,3.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.25,3.8,3.6,3.6
137,House,"Berry, Marion",D,4190006.0,,,,,,,,,,,,,3.0,,,,2.0,,,,1.0,,,,2.0,,,,1.0,,,,1.8,,,
138,House,"Boehner, John",R,4092053.0,3621056.0,-11.510041536607664,3924561.0,8.381670982166527,4556563.0,16.103762943167403,4507562.0,-1.0753938878931335,3401560.0,-24.53658984612968,,,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.6
139,House,"Stark, Pete",D,3963507.0,3768508.0,-4.919860113783072,3605010.0,-4.338533976841764,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,5.0,5.0,,,1.0,1.0,,,2.3333333333333335,2.0,,
140,Senate,"Hatch, Orrin",R,3962048.0,3046531.0,-23.10716578900609,2854035.0,-6.318530814227723,4615516.0,61.71896980941018,4959519.0,7.453186165967142,4319020.0,-12.914538688126811,4441020.0,2.8247148658723504,3.0,5.0,1.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.6
141,House,"Smith, Lamar",R,3925560.0,4201560.0,7.030844006969707,4450054.0,5.914327059473148,4254036.0,-4.404845424347659,4594541.0,8.004281110926188,5055537.0,10.03355939146043,5029036.0,-0.5241975283733459,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.2,4.2,4.0
142,House,"Mulvaney, John",R,3912539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,House,"Calvert, Ken",R,3900002.0,3900002.0,0.0,3900002.0,0.0,3900002.0,0.0,1825002.0,-53.20510092046107,4800003.0,163.0135747796441,4400004.0,-8.333307291682942,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,3.8,3.0,3.0,3.4
144,House,"Aderholt, Robert",R,3879009.0,3161009.0,-18.509882292100897,2429008.0,-23.15719442747553,3146009.0,29.518264246144927,3146009.0,0.0,3129509.0,-0.5244740240730399,4163509.0,33.04032677330533,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.6,3.4,3.6
145,House,"Rooney, Tom",R,3848506.0,3466006.0,-9.938921753012728,11896116.0,243.2226026152292,18759484.0,57.69419195307107,19115055.0,1.8954199379897656,,,0.0,,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,3.6,3.0,2.6,2.4
146,House,"Ribble, Reid",R,3845064.0,3038007.0,-20.989429564761473,3528509.0,16.14551908537406,1200014.0,-65.99090437349034,1178515.0,-1.7915624317716292,1126513.0,-4.41250217434653,,,,3.0,1.0,1.0,,4.0,4.0,3.0,,3.0,3.0,1.0,,5.0,4.0,2.0,,4.0,3.0,1.0,,3.8,3.0,1.6
147,Senate,"Nelson, Bill",D,3765503.0,3432503.0,-8.843440039750334,3757502.0,9.468280144256248,2322502.0,-38.19026576699095,2349011.0,1.1413983712392928,3682014.0,56.747414124497496,3672016.0,-0.2715361755821678,5.0,5.0,2.0,5.0,3.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,1.0,2.0,4.2,5.0,1.8,3.0
148,House,"Barrow, John",D,3758001.0,3783002.0,0.6652739049297752,3758502.0,-0.6476338103971396,3790502.0,0.8514030323783253,,,599001.0,,,,,4.0,4.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,4.0,4.0,4.0,,4.75,4.6,4.6,
149,House,"McCarthy, Carolyn",D,3753658.0,3855157.0,2.704002335854785,4316549.0,11.968176652727761,4287550.0,-0.6718098184452441,,,4380547.0,,,,3.0,2.0,1.0,,1.0,2.0,1.0,,2.0,3.0,1.0,,4.0,4.0,1.0,,4.0,5.0,2.0,,2.8,3.2,1.2,
150,House,"Cole, Tom",R,3737538.0,3713537.0,-0.6421606950885851,4118033.0,10.89247259418716,4569534.0,10.96399664597151,4237032.0,-7.276496903185315,4307030.0,1.6520526632793897,4874030.0,13.164524045572007,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,2.75,3.2,3.6,4.0
151,Senate,"Blunt, Roy",R,3717509.0,3093009.0,-16.7988833382784,3460010.0,11.865500553021347,3945010.0,14.017300528033156,3637010.0,-7.807331286866193,4071509.0,11.946598992029166,4946509.0,21.490803532547762,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.4,4.8,5.0
152,House,"Lance, Leonard",R,3706030.0,2687028.0,-27.49578389813358,2946508.0,9.656765765001332,3426531.0,16.2912505243495,3792531.0,10.681356742431339,3436530.0,-9.386897562603972,3811032.0,10.89767876317099,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,3.2,3.2,3.0,2.8
153,House,"Rogers, Hal",R,3683841.0,3820285.0,3.7038514963050795,3762739.0,-1.5063274075101727,3828617.0,1.7507990854534423,3807087.0,-0.5623440526957907,3341990.0,-12.216610757778849,0.0,-100.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.2,3.6,3.6,3.6
154,House,"Costa, Jim",D,3614503.0,3814503.0,5.533264185975222,3839003.0,0.6422855087543515,4077013.0,6.199786767553972,4766514.0,16.911915659822522,4692514.0,-1.552497275786875,4837014.0,3.0793728052809217,2.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.8,2.4,3.2
155,House,"Kosmas, Suzanne",D,3591007.0,,,,,,,,,,,,,4.0,,,,2.0,,,,4.0,,,,4.0,,,,5.0,,,,3.8,,,
156,House,"Fallin, Mary",R,3580005.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,
157,House,"Paul, Ron",R,3576519.0,3376019.0,-5.606009642336584,5734518.0,69.86035919821542,,,,,,,,,1.0,5.0,,,2.0,5.0,,,1.0,5.0,,,1.0,5.0,,,2.0,5.0,,,1.4,5.0,,
158,Senate,"Specter, Arlen",D,3555505.0,,,,,,,,,,,,,4.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,,,,4.8,,,
159,House,"Dold, Robert",R,3545509.0,3728509.0,5.161459186819156,4018002.0,7.764310076762588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,House,"Owens, Bill",D,3530018.0,2463016.0,-30.226531422785946,1831004.0,-25.660085033958367,2105021.0,14.965396034088402,,,4905526.0,,,,4.0,5.0,4.0,,1.0,3.0,1.0,,4.0,4.0,2.0,,3.0,4.0,2.0,,4.0,4.0,2.0,,3.2,4.0,2.2,
161,House,"Childers, Travis",D,3521017.0,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,3.0,,,,5.0,,,,3.75,,,
162,House,"Rothman, Steven",D,3485529.0,2946019.0,-15.478568676375954,2946019.0,0.0,,,,,,,,,4.0,5.0,,,1.0,2.0,,,3.0,2.0,,,4.0,4.0,,,2.0,3.0,,,2.8,3.2,,
163,Senate,"Boxer, Barbara",D,3449004.0,3263504.0,-5.378364304593442,3331503.0,2.0836193245051944,3221004.0,-3.316791250075416,3189003.0,-0.993510098093638,3189003.0,0.0,,,3.0,1.0,,,5.0,,1.0,,5.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.6,1.5,1.5,1.0
164,House,"Scott, Tim",R,3432500.0,,,,,,,,,,,,,,4.0,4.0,5.0,,4.0,5.0,5.0,,3.0,5.0,5.0,,4.0,5.0,5.0,,5.0,5.0,5.0,,4.0,4.8,5.0
165,House,"Luetkemeyer, Blaine",R,3407501.0,641002.0,-81.18850148539943,3808003.0,494.07037731551543,3808003.0,0.0,15765503.0,314.00973160998035,15765503.0,0.0,15808003.0,0.26957592155480226,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,2.8,3.0,3.0,2.8
166,Senate,"Boozman, John",R,3405505.0,3388505.0,-0.49919174982858633,3564006.0,5.179304737635033,3613505.0,1.3888584923818872,2955024.0,-18.22277816136964,3330025.0,12.690286102583261,0.0,-100.0,1.0,,2.0,4.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,3.8,1.0,1.4,4.8
167,House,"Bonner, Jo",R,3402509.0,3402509.0,0.0,6786510.0,99.45604846306064,,,,,,,,,4.0,5.0,2.0,,3.0,3.0,1.0,,2.0,1.0,1.0,,3.0,3.0,1.0,,3.0,3.0,1.0,,3.0,3.0,1.2,
168,House,"Jr, Bill",D,3386520.0,3085518.0,-8.888239254455902,2991019.0,-3.062662411951575,3050519.0,1.989288600306451,3048521.0,-0.06549705148533742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,House,"Kingston, Jack",R,3357262.0,2901142.0,-13.586071030500449,2433912.0,-16.10503725774195,2084598.0,-14.351956849713549,,,,,,,5.0,5.0,5.0,,3.0,4.0,5.0,,2.0,3.0,5.0,,3.0,2.0,5.0,,2.0,2.0,5.0,,3.0,3.2,5.0,
170,House,"Denham, Jeff",R,3330002.0,3330002.0,0.0,15705002.0,371.62139842558656,16112503.0,2.5947210958648714,17325002.0,7.525205736191329,17620005.0,1.7027588221923438,16782503.0,-4.753131454843515,,2.0,2.0,2.0,,4.0,4.0,5.0,,3.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,3.4,3.6,3.8
171,House,"Dingell, John",D,3250546.0,4777051.0,46.96149508421047,5239554.0,9.68176810337591,6262559.0,19.524658014785228,,,6444060.0,,,,,3.0,1.0,,5.0,5.0,3.0,,5.0,5.0,3.0,,5.0,4.0,2.0,,2.0,2.0,1.0,,4.25,3.8,2.0,
172,Senate,"Toomey, Pat",R,3250534.0,3918034.0,20.535087465628724,3009027.0,-23.200589887683464,3265024.0,8.507633863039448,6375058.0,95.253021111024,2676527.0,-58.01564472040882,2187025.0,-18.28870024475748,,1.0,3.0,5.0,,5.0,5.0,5.0,,4.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,4.0,4.6,5.0
173,Senate,"Coburn, Tom",R,3191118.0,3702058.0,16.011316410110815,3210090.0,-13.289040852412363,3886123.0,21.0596276116869,,,,,,,4.0,,,,5.0,1.0,1.0,,4.0,,,,5.0,1.0,,,5.0,1.0,1.0,,4.6,1.0,1.0,
174,Senate,"Inouye, Daniel",D,3186509.0,2888008.0,-9.36764967555403,,,,,,,,,,,5.0,4.0,,,4.0,1.0,,,5.0,1.0,,,4.0,1.0,,,5.0,1.0,,,4.6,1.6,,
175,Senate,"Grassley, Chuck",R,3182541.0,2565038.0,-19.402829374389835,3142538.0,22.514286338058152,3375039.0,7.398510376008181,3762538.0,11.48131917883023,3336536.0,-11.322197941921118,3487536.0,4.525651753794953,4.0,1.0,1.0,4.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,4.8,1.4,2.6,4.8
176,House,"Cassidy, Bill",R,3180528.0,1838529.0,-42.19422058224295,1592030.0,-13.407403418711372,,,,,,,,,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.4,3.6,4.4,3.2
